Causa - CID-BR-10,UF,Obitos
... 020 Out febres p/arbovírus e febr hemor virais,PR,280
... 021 Sarampo,PR,0
... 022 Hepatite viral,PR,584
... 023 Doen p/vírus da imunodefic humana (HIV),PR,3173
. 024-027 Doenças transmitidas por protozoários,PR,925
... 024 Malária,PR,4
... 025 Leishmaniose,PR,9
... 026 Doença de Chagas,PR,879
... 027 Toxoplasmose,PR,23
. 028-030 Helmintíases,PR,65
... 028 Esquistossomose,PR,10
... 029 Cisticercose,PR,45
... 030 Restante de helmintíases,PR,10
. 031 Restante algumas doenç infec e parasitárias,PR,48415
032-052 NEOPLASIAS,PR,95372
". 032 Neopl malig do lábio, cav oral e faringe",PR,3308
. 033 Neoplasia maligna do esôfago,PR,3743
. 034 Neoplasia maligna do estômago,PR,5825
". 035 Neoplasia maligna do cólon,reto e ânus",PR,9392
. 036 Neopl malig do fígado e vias bil intrahepát,PR,4053
. 037 Neoplasia maligna do pâncreas,PR,5353
. 038 Neoplasia maligna da laringe,PR,1964
". 039 Neopl malig da traquéia,brônquios e pulmões",PR,11843
. 040 Neoplasia maligna da pele,PR,1141
. 041 Neoplasia maligna da mama,PR,6962
. 042 Neoplasia maligna do colo do útero,PR,2238
. 043 Neopl malig de corpo e partes n/esp útero,PR,1453
. 044 Neoplasia maligna do ovário,PR,1649
. 045 Neoplasia maligna da próstata,PR,6325
. 046 Neoplasia maligna da bexiga,PR,2109
". 047 Neopl malig mening,encéf e out partes SNC",PR,4384
. 048 Linfoma não-Hodgkin,PR,1914
. 049 Mieloma mult e neopl malig de plasmócitos,PR,1433
. 050 Leucemia,PR,3099
". 051 Neoplasias in situ, benig, comport incert",PR,1215
. 052 Restante de neoplasias malignas,PR,15969
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,PR,1955
. 053 Anemias,PR,1081
". 054 Rest d sangue, org hemat e alg transt imunit",PR,874
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",PR,30932
. 055 Diabetes mellitus,PR,25433
. 056 Desnutrição,PR,968
". 057 Rest doenças endócr, nutricion e metabólicas",PR,4531
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,PR,7333
. 058 Transt ment e comport uso subst psicoativas,PR,5760
... 058.1 Trans ment e comport devid uso álcool,PR,4004
. 059 Rest transtornos mentais e comportamentais,PR,1573
060-063 DOENÇAS DO SISTEMA NERVOSO,PR,24609
. 060 Meningite,PR,331
. 061 Doença de Alzheimer,PR,11422
. 062 Epilepsia,PR,2237
. 063 Restante das doenças do sistema nervoso,PR,10619
064 DOENÇAS DOS OLHOS E ANEXOS,PR,6
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,PR,52
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,PR,131393
. 066 Febre reumát aguda e doen reum crôn coração,PR,1070
. 067 Doenças hipertensivas,PR,24131
. 068 Doenças isquêmicas do coração,PR,34556
... 068.1 Infarto agudo do miocárdio,PR,26689
. 069 Outras doenças cardíacas,PR,25830
. 070 Doenças cerebrovasculares,PR,39292
. 071 Aterosclerose,PR,166
. 072 Rest doenças do aparelho circulatório,PR,6348
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,PR,54781
. 073 Influenza (gripe),PR,693
. 074 Pneumonia,PR,24698
. 075 Out infec agudas das vias aéreas inferiores,PR,297
... 075.1 Bronquiolite,PR,87
. 076 Doenças crônicas das vias aéreas inferiores,PR,22699
... 076.1 Asma,PR,1009
. 077 Restante  doenças do aparelho respiratório,PR,6394
078-082 DOENÇAS DO APARELHO DIGESTIVO,PR,28181
". 078 Úlcera gástrica, duodenal e péptica",PR,1648
. 079 Peritonite,PR,451
. 080 Doenças do fígado,PR,10598
... 080.1 Doença alcoólica do fígado,PR,5050
... 080.2 Fibrose e cirrose do fígado,PR,3584
... 080.3 Outras doenças do fígado,PR,1964
. 081 Colecistite,PR,924
. 082 Rest doenças do aparelho digestivo,PR,14560
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,PR,2056
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,PR,2338
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,PR,15122
. 085 D glomerulares e d renais túbulo-interstic,PR,1276
. 086 Insuficiência renal,PR,5146
. 087 Rest doenças do aparelho geniturinário,PR,8700
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",PR,596
. 088 Gravidez que termina em aborto,PR,14
. 089 Outras causas obstétricas diretas,PR,238
. 090 Causas obstétricas indiretas,PR,251
. 091 Causa obstétrica não espec direta/indireta,PR,32
. 092 Causas maternas tardias e sequelas,PR,61
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,PR,4835
. 093 Feto e recemnasc afet fat mat e compl grav,PR,2681
. 094 Transt relac duração gestação e cresc fetal,PR,231
. 095 Traumatismo de parto,PR,4
. 096 Trans resp e cardiovas espec per perinatal,PR,1010
. 097 Rest afec originadas no período perinatal,PR,909
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",PR,3599
. 098 Malformações congênitas do sistema nervoso,PR,488
. 099 Malf congênitas do aparelho circulatório,PR,1246
". 100 Rest de malf cong, deform e anomal Cromoss",PR,1865
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",PR,11770
. 101 Senilidade,PR,748
. 102 Morte sem assistência médica,PR,2314
". 103 Rest sint, sin e ach anorm clín e laborat",PR,8708
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,PR,55326
. 104 Acidentes de transporte,PR,15867
. 105 Quedas,PR,9313
. 106 Afogamento e submersões acidentais,PR,1377
". 107 Exposição à fumaça, ao fogo e às chamas",PR,517
". 108 Envenen, intoxic por ou expos a subst nociv",PR,284
. 109 Lesões autoprovocadas voluntariamente,PR,6558
. 110 Agressões,PR,12101
. 111 Eventos(fatos) cuja intenção é indeterminada,PR,3091
. 112 Intervenções legais e operações de guerra,PR,1666
. 113 Todas as outras causas externas,PR,4552
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,SC,33179
. 001 Doenças infecciosas intestinais,SC,881
... 003 Diarréia e gastroenterite orig infec pres,SC,563
... 004 Outras doenças infecciosas intestinais,SC,318
..... 004.1 Febres tifóide e paratifóide,SC,0
. 005-006 Tuberculose,SC,618
... 005 Tuberculose respiratória,SC,539
... 006 Outras tuberculoses,SC,79
. 007-015 Outras doenças bacterianas,SC,4744
... 008 Leptospirose,SC,67
... 009 Hanseníase,SC,4
... 010 Tétano,SC,16
..... 010.1 Tétano neonatal,SC,0
..... 010.3 Tétano acidental,SC,16
... 011 Difteria,SC,0
... 012 Coqueluche,SC,3
... 013 Infecção meningocócica,SC,22
... 014 Septicemia,SC,4203
... 015 Infecções com transmissão predom sexual,SC,40
. 016-023 Doenças virais,SC,3657
... 017 Raiva,SC,0
... 018 Dengue,SC,418
... 019 Febre amarela,SC,8
... 020 Out febres p/arbovírus e febr hemor virais,SC,51
... 021 Sarampo,SC,0
... 022 Hepatite viral,SC,357
... 023 Doen p/vírus da imunodefic humana (HIV),SC,2634
. 024-027 Doenças transmitidas por protozoários,SC,42
... 024 Malária,SC,3
... 025 Leishmaniose,SC,2
... 026 Doença de Chagas,SC,22
... 027 Toxoplasmose,SC,10
. 028-030 Helmintíases,SC,24
... 028 Esquistossomose,SC,3
... 029 Cisticercose,SC,12
... 030 Restante de helmintíases,SC,9
. 031 Restante algumas doenç infec e parasitárias,SC,23213
032-052 NEOPLASIAS,SC,60588
". 032 Neopl malig do lábio, cav oral e faringe",SC,1941
. 033 Neoplasia maligna do esôfago,SC,2270
. 034 Neoplasia maligna do estômago,SC,3847
". 035 Neoplasia maligna do cólon,reto e ânus",SC,5286
. 036 Neopl malig do fígado e vias bil intrahepát,SC,2566
. 037 Neoplasia maligna do pâncreas,SC,3412
. 038 Neoplasia maligna da laringe,SC,983
". 039 Neopl malig da traquéia,brônquios e pulmões",SC,9263
. 040 Neoplasia maligna da pele,SC,973
. 041 Neoplasia maligna da mama,SC,4479
. 042 Neoplasia maligna do colo do útero,SC,1438
. 043 Neopl malig de corpo e partes n/esp útero,SC,718
. 044 Neoplasia maligna do ovário,SC,922
. 045 Neoplasia maligna da próstata,SC,3375
. 046 Neoplasia maligna da bexiga,SC,1443
". 047 Neopl malig mening,encéf e out partes SNC",SC,2548
. 048 Linfoma não-Hodgkin,SC,1346
. 049 Mieloma mult e neopl malig de plasmócitos,SC,755
. 050 Leucemia,SC,1772
". 051 Neoplasias in situ, benig, comport incert",SC,1102
. 052 Restante de neoplasias malignas,SC,10149
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,SC,1005
. 053 Anemias,SC,489
". 054 Rest d sangue, org hemat e alg transt imunit",SC,516
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",SC,17189
. 055 Diabetes mellitus,SC,14123
. 056 Desnutrição,SC,424
". 057 Rest doenças endócr, nutricion e metabólicas",SC,2642
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,SC,2414
. 058 Transt ment e comport uso subst psicoativas,SC,1766
... 058.1 Trans ment e comport devid uso álcool,SC,1041
. 059 Rest transtornos mentais e comportamentais,SC,648
060-063 DOENÇAS DO SISTEMA NERVOSO,SC,11756
. 060 Meningite,SC,204
. 061 Doença de Alzheimer,SC,6536
. 062 Epilepsia,SC,775
. 063 Restante das doenças do sistema nervoso,SC,4241
064 DOENÇAS DOS OLHOS E ANEXOS,SC,3
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,SC,40
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,SC,76630
. 066 Febre reumát aguda e doen reum crôn coração,SC,536
. 067 Doenças hipertensivas,SC,12419
. 068 Doenças isquêmicas do coração,SC,22816
... 068.1 Infarto agudo do miocárdio,SC,16843
. 069 Outras doenças cardíacas,SC,16784
. 070 Doenças cerebrovasculares,SC,19508
. 071 Aterosclerose,SC,207
. 072 Rest doenças do aparelho circulatório,SC,4360
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,SC,31176
. 073 Influenza (gripe),SC,369
. 074 Pneumonia,SC,13253
. 075 Out infec agudas das vias aéreas inferiores,SC,225
... 075.1 Bronquiolite,SC,110
. 076 Doenças crônicas das vias aéreas inferiores,SC,12915
... 076.1 Asma,SC,539
. 077 Restante  doenças do aparelho respiratório,SC,4414
078-082 DOENÇAS DO APARELHO DIGESTIVO,SC,13696
". 078 Úlcera gástrica, duodenal e péptica",SC,824
. 079 Peritonite,SC,282
. 080 Doenças do fígado,SC,4530
... 080.1 Doença alcoólica do fígado,SC,2069
... 080.2 Fibrose e cirrose do fígado,SC,1563
... 080.3 Outras doenças do fígado,SC,898
. 081 Colecistite,SC,560
. 082 Rest doenças do aparelho digestivo,SC,7500
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,SC,1175
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,SC,1140
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,SC,9432
. 085 D glomerulares e d renais túbulo-interstic,SC,657
. 086 Insuficiência renal,SC,3096
. 087 Rest doenças do aparelho geniturinário,SC,5679
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",SC,300
. 088 Gravidez que termina em aborto,SC,15
. 089 Outras causas obstétricas diretas,SC,113
. 090 Causas obstétricas indiretas,SC,110
. 091 Causa obstétrica não espec direta/indireta,SC,7
. 092 Causas maternas tardias e sequelas,SC,55
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,SC,3078
. 093 Feto e recemnasc afet fat mat e compl grav,SC,981
. 094 Transt relac duração gestação e cresc fetal,SC,206
. 095 Traumatismo de parto,SC,13
. 096 Trans resp e cardiovas espec per perinatal,SC,1023
. 097 Rest afec originadas no período perinatal,SC,855
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",SC,2022
. 098 Malformações congênitas do sistema nervoso,SC,289
. 099 Malf congênitas do aparelho circulatório,SC,722
". 100 Rest de malf cong, deform e anomal Cromoss",SC,1011
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",SC,7749
. 101 Senilidade,SC,443
. 102 Morte sem assistência médica,SC,547
". 103 Rest sint, sin e ach anorm clín e laborat",SC,6759
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,SC,28197
. 104 Acidentes de transporte,SC,8599
. 105 Quedas,SC,4864
. 106 Afogamento e submersões acidentais,SC,1144
". 107 Exposição à fumaça, ao fogo e às chamas",SC,206
". 108 Envenen, intoxic por ou expos a subst nociv",SC,246
. 109 Lesões autoprovocadas voluntariamente,SC,5364
. 110 Agressões,SC,4064
. 111 Eventos(fatos) cuja intenção é indeterminada,SC,1369
. 112 Intervenções legais e operações de guerra,SC,203
. 113 Todas as outras causas externas,SC,2138
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,RS,65143
. 001 Doenças infecciosas intestinais,RS,1667
... 003 Diarréia e gastroenterite orig infec pres,RS,1164
... 004 Outras doenças infecciosas intestinais,RS,503
..... 004.1 Febres tifóide e paratifóide,RS,0
. 005-006 Tuberculose,RS,1986
... 005 Tuberculose respiratória,RS,1781
... 006 Outras tuberculoses,RS,205
. 007-015 Outras doenças bacterianas,RS,9389
... 008 Leptospirose,RS,153
... 009 Hanseníase,RS,7
... 010 Tétano,RS,40
..... 010.1 Tétano neonatal,RS,0
..... 010.3 Tétano acidental,RS,40
... 011 Difteria,RS,0
... 012 Coqueluche,RS,1
... 013 Infecção meningocócica,RS,44
... 014 Septicemia,RS,8323
... 015 Infecções com transmissão predom sexual,RS,125
. 016-023 Doenças virais,RS,8451
... 017 Raiva,RS,0
... 018 Dengue,RS,290
... 019 Febre amarela,RS,0
... 020 Out febres p/arbovírus e febr hemor virais,RS,79
... 021 Sarampo,RS,0
... 022 Hepatite viral,RS,1229
... 023 Doen p/vírus da imunodefic humana (HIV),RS,6593
. 024-027 Doenças transmitidas por protozoários,RS,220
... 024 Malária,RS,3
... 025 Leishmaniose,RS,6
... 026 Doença de Chagas,RS,163
... 027 Toxoplasmose,RS,20
. 028-030 Helmintíases,RS,30
... 028 Esquistossomose,RS,1
... 029 Cisticercose,RS,12
... 030 Restante de helmintíases,RS,17
. 031 Restante algumas doenç infec e parasitárias,RS,43400
032-052 NEOPLASIAS,RS,121425
". 032 Neopl malig do lábio, cav oral e faringe",RS,3298
. 033 Neoplasia maligna do esôfago,RS,5391
. 034 Neoplasia maligna do estômago,RS,5297
". 035 Neoplasia maligna do cólon,reto e ânus",RS,12262
. 036 Neopl malig do fígado e vias bil intrahepát,RS,5508
. 037 Neoplasia maligna do pâncreas,RS,7432
. 038 Neoplasia maligna da laringe,RS,1973
". 039 Neopl malig da traquéia,brônquios e pulmões",RS,21186
. 040 Neoplasia maligna da pele,RS,1716
. 041 Neoplasia maligna da mama,RS,8631
. 042 Neoplasia maligna do colo do útero,RS,2515
. 043 Neopl malig de corpo e partes n/esp útero,RS,1546
. 044 Neoplasia maligna do ovário,RS,1873
. 045 Neoplasia maligna da próstata,RS,7434
. 046 Neoplasia maligna da bexiga,RS,2690
". 047 Neopl malig mening,encéf e out partes SNC",RS,4843
. 048 Linfoma não-Hodgkin,RS,2589
. 049 Mieloma mult e neopl malig de plasmócitos,RS,1529
. 050 Leucemia,RS,3556
". 051 Neoplasias in situ, benig, comport incert",RS,1669
. 052 Restante de neoplasias malignas,RS,18486
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,RS,1886
. 053 Anemias,RS,1141
". 054 Rest d sangue, org hemat e alg transt imunit",RS,745
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",RS,39748
. 055 Diabetes mellitus,RS,33473
. 056 Desnutrição,RS,1424
". 057 Rest doenças endócr, nutricion e metabólicas",RS,4851
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,RS,7297
. 058 Transt ment e comport uso subst psicoativas,RS,4791
... 058.1 Trans ment e comport devid uso álcool,RS,3197
. 059 Rest transtornos mentais e comportamentais,RS,2506
060-063 DOENÇAS DO SISTEMA NERVOSO,RS,31394
. 060 Meningite,RS,305
. 061 Doença de Alzheimer,RS,15712
. 062 Epilepsia,RS,1456
. 063 Restante das doenças do sistema nervoso,RS,13921
064 DOENÇAS DOS OLHOS E ANEXOS,RS,4
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,RS,52
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,RS,140082
. 066 Febre reumát aguda e doen reum crôn coração,RS,688
. 067 Doenças hipertensivas,RS,21271
. 068 Doenças isquêmicas do coração,RS,43359
... 068.1 Infarto agudo do miocárdio,RS,30715
. 069 Outras doenças cardíacas,RS,24634
. 070 Doenças cerebrovasculares,RS,43012
. 071 Aterosclerose,RS,216
. 072 Rest doenças do aparelho circulatório,RS,6902
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,RS,60679
. 073 Influenza (gripe),RS,690
. 074 Pneumonia,RS,22646
. 075 Out infec agudas das vias aéreas inferiores,RS,445
... 075.1 Bronquiolite,RS,137
. 076 Doenças crônicas das vias aéreas inferiores,RS,28573
... 076.1 Asma,RS,1476
. 077 Restante  doenças do aparelho respiratório,RS,8325
078-082 DOENÇAS DO APARELHO DIGESTIVO,RS,25261
". 078 Úlcera gástrica, duodenal e péptica",RS,1527
. 079 Peritonite,RS,508
. 080 Doenças do fígado,RS,8475
... 080.1 Doença alcoólica do fígado,RS,3552
... 080.2 Fibrose e cirrose do fígado,RS,3581
... 080.3 Outras doenças do fígado,RS,1342
. 081 Colecistite,RS,1000
. 082 Rest doenças do aparelho digestivo,RS,13751
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,RS,2321
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,RS,2003
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,RS,18974
. 085 D glomerulares e d renais túbulo-interstic,RS,1292
. 086 Insuficiência renal,RS,7634
. 087 Rest doenças do aparelho geniturinário,RS,10048
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",RS,439
. 088 Gravidez que termina em aborto,RS,19
. 089 Outras causas obstétricas diretas,RS,168
. 090 Causas obstétricas indiretas,RS,160
. 091 Causa obstétrica não espec direta/indireta,RS,7
. 092 Causas maternas tardias e sequelas,RS,85
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,RS,4351
. 093 Feto e recemnasc afet fat mat e compl grav,RS,1525
. 094 Transt relac duração gestação e cresc fetal,RS,328
. 095 Traumatismo de parto,RS,7
. 096 Trans resp e cardiovas espec per perinatal,RS,1333
. 097 Rest afec originadas no período perinatal,RS,1158
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",RS,3272
. 098 Malformações congênitas do sistema nervoso,RS,400
. 099 Malf congênitas do aparelho circulatório,RS,1244
". 100 Rest de malf cong, deform e anomal Cromoss",RS,1628
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",RS,27303
. 101 Senilidade,RS,1223
. 102 Morte sem assistência médica,RS,403
". 103 Rest sint, sin e ach anorm clín e laborat",RS,25677
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,RS,46239
. 104 Acidentes de transporte,RS,10205
. 105 Quedas,RS,7778
. 106 Afogamento e submersões acidentais,RS,1358
". 107 Exposição à fumaça, ao fogo e às chamas",RS,525
". 108 Envenen, intoxic por ou expos a subst nociv",RS,172
. 109 Lesões autoprovocadas voluntariamente,RS,9116
. 110 Agressões,RS,11725
. 111 Eventos(fatos) cuja intenção é indeterminada,RS,1415
. 112 Intervenções legais e operações de guerra,RS,42
. 113 Todas as outras causas externas,RS,3903
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,MS,14424
. 001 Doenças infecciosas intestinais,MS,421
... 003 Diarréia e gastroenterite orig infec pres,MS,333
... 004 Outras doenças infecciosas intestinais,MS,88
..... 004.1 Febres tifóide e paratifóide,MS,0
. 005-006 Tuberculose,MS,556
... 005 Tuberculose respiratória,MS,505
... 006 Outras tuberculoses,MS,51
. 007-015 Outras doenças bacterianas,MS,1188
... 008 Leptospirose,MS,3
... 009 Hanseníase,MS,11
... 010 Tétano,MS,6
..... 010.1 Tétano neonatal,MS,0
..... 010.3 Tétano acidental,MS,6
... 011 Difteria,MS,1
... 012 Coqueluche,MS,0
... 013 Infecção meningocócica,MS,3
... 014 Septicemia,MS,906
... 015 Infecções com transmissão predom sexual,MS,26
. 016-023 Doenças virais,MS,1405
... 017 Raiva,MS,0
... 018 Dengue,MS,148
... 019 Febre amarela,MS,0
... 020 Out febres p/arbovírus e febr hemor virais,MS,66
... 021 Sarampo,MS,0
... 022 Hepatite viral,MS,113
... 023 Doen p/vírus da imunodefic humana (HIV),MS,1035
. 024-027 Doenças transmitidas por protozoários,MS,257
... 024 Malária,MS,3
... 025 Leishmaniose,MS,73
... 026 Doença de Chagas,MS,169
... 027 Toxoplasmose,MS,3
. 028-030 Helmintíases,MS,10
... 028 Esquistossomose,MS,0
... 029 Cisticercose,MS,2
... 030 Restante de helmintíases,MS,8
. 031 Restante algumas doenç infec e parasitárias,MS,10587
032-052 NEOPLASIAS,MS,17749
". 032 Neopl malig do lábio, cav oral e faringe",MS,635
. 033 Neoplasia maligna do esôfago,MS,823
. 034 Neoplasia maligna do estômago,MS,967
". 035 Neoplasia maligna do cólon,reto e ânus",MS,1688
. 036 Neopl malig do fígado e vias bil intrahepát,MS,801
. 037 Neoplasia maligna do pâncreas,MS,882
. 038 Neoplasia maligna da laringe,MS,379
". 039 Neopl malig da traquéia,brônquios e pulmões",MS,2294
. 040 Neoplasia maligna da pele,MS,112
. 041 Neoplasia maligna da mama,MS,1302
. 042 Neoplasia maligna do colo do útero,MS,530
. 043 Neopl malig de corpo e partes n/esp útero,MS,302
. 044 Neoplasia maligna do ovário,MS,288
. 045 Neoplasia maligna da próstata,MS,1344
. 046 Neoplasia maligna da bexiga,MS,306
". 047 Neopl malig mening,encéf e out partes SNC",MS,710
. 048 Linfoma não-Hodgkin,MS,322
. 049 Mieloma mult e neopl malig de plasmócitos,MS,251
. 050 Leucemia,MS,563
". 051 Neoplasias in situ, benig, comport incert",MS,419
. 052 Restante de neoplasias malignas,MS,2831
053-054 D SANGUE E ORG HEMAT E ALGUNS TRANS IMUNIT,MS,491
. 053 Anemias,MS,263
". 054 Rest d sangue, org hemat e alg transt imunit",MS,228
"055-057 D ENDÓCRINAS, NUTRICIONAIS E METABÓLICAS",MS,5682
. 055 Diabetes mellitus,MS,3988
. 056 Desnutrição,MS,584
". 057 Rest doenças endócr, nutricion e metabólicas",MS,1110
058-059 TRANSTORNOS MENTAIS E COMPORTAMENTAIS,MS,650
. 058 Transt ment e comport uso subst psicoativas,MS,554
... 058.1 Trans ment e comport devid uso álcool,MS,405
. 059 Rest transtornos mentais e comportamentais,MS,96
060-063 DOENÇAS DO SISTEMA NERVOSO,MS,3546
. 060 Meningite,MS,63
. 061 Doença de Alzheimer,MS,1828
. 062 Epilepsia,MS,358
. 063 Restante das doenças do sistema nervoso,MS,1297
064 DOENÇAS DOS OLHOS E ANEXOS,MS,3
065 DOENÇAS DO OUVIDO E DA APÓFISE MASTÓIDE,MS,16
066-072 DOENÇAS DO APARELHO CIRCULATÓRIO,MS,32373
. 066 Febre reumát aguda e doen reum crôn coração,MS,157
. 067 Doenças hipertensivas,MS,4829
. 068 Doenças isquêmicas do coração,MS,12279
... 068.1 Infarto agudo do miocárdio,MS,10721
. 069 Outras doenças cardíacas,MS,5687
. 070 Doenças cerebrovasculares,MS,7892
. 071 Aterosclerose,MS,51
. 072 Rest doenças do aparelho circulatório,MS,1478
073-077 DOENÇAS DO APARELHO RESPIRATÓRIO,MS,13895
. 073 Influenza (gripe),MS,279
. 074 Pneumonia,MS,7332
. 075 Out infec agudas das vias aéreas inferiores,MS,112
... 075.1 Bronquiolite,MS,47
. 076 Doenças crônicas das vias aéreas inferiores,MS,4525
... 076.1 Asma,MS,133
. 077 Restante  doenças do aparelho respiratório,MS,1647
078-082 DOENÇAS DO APARELHO DIGESTIVO,MS,6109
". 078 Úlcera gástrica, duodenal e péptica",MS,403
. 079 Peritonite,MS,113
. 080 Doenças do fígado,MS,2257
... 080.1 Doença alcoólica do fígado,MS,1032
... 080.2 Fibrose e cirrose do fígado,MS,822
... 080.3 Outras doenças do fígado,MS,403
. 081 Colecistite,MS,139
. 082 Rest doenças do aparelho digestivo,MS,3197
083 DOENÇAS DA PELE E TECIDO SUBCUTÂNEO,MS,723
084 DOENÇAS SIST OSTEOMUSC E TECIDO CONJUNTIVO,MS,548
085-087 DOENÇAS DO APARELHO GENITURINÁRIO,MS,4291
. 085 D glomerulares e d renais túbulo-interstic,MS,313
. 086 Insuficiência renal,MS,1408
. 087 Rest doenças do aparelho geniturinário,MS,2570
"088-092 GRAVIDEZ, PARTO E PUERPÉRIO",MS,176
. 088 Gravidez que termina em aborto,MS,15
. 089 Outras causas obstétricas diretas,MS,67
. 090 Causas obstétricas indiretas,MS,64
. 091 Causa obstétrica não espec direta/indireta,MS,5
. 092 Causas maternas tardias e sequelas,MS,25
093-097 ALG AFECÇÕES ORIGIN NO PERÍODO PERINATAL,MS,1426
. 093 Feto e recemnasc afet fat mat e compl grav,MS,344
. 094 Transt relac duração gestação e cresc fetal,MS,106
. 095 Traumatismo de parto,MS,4
. 096 Trans resp e cardiovas espec per perinatal,MS,469
. 097 Rest afec originadas no período perinatal,MS,503
"098-100 MALF CONGÊN, DEFORM E ANOMAL CROMOSSÔMICAS",MS,966
. 098 Malformações congênitas do sistema nervoso,MS,165
. 099 Malf congênitas do aparelho circulatório,MS,385
". 100 Rest de malf cong, deform e anomal Cromoss",MS,416
"101-103 SINT, SIN E ACH ANORM CLÍN E LAB, NCOP",MS,3812
. 101 Senilidade,MS,359
. 102 Morte sem assistência médica,MS,284
". 103 Rest sint, sin e ach anorm clín e laborat",MS,3169
104-113 CAUSAS EXTERNAS DE MORBIDADE E MORTALIDADE,MS,12878
. 104 Acidentes de transporte,MS,4110
. 105 Quedas,MS,1237
. 106 Afogamento e submersões acidentais,MS,417
". 107 Exposição à fumaça, ao fogo e às chamas",MS,85
". 108 Envenen, intoxic por ou expos a subst nociv",MS,62
. 109 Lesões autoprovocadas voluntariamente,MS,1842
. 110 Agressões,MS,2955
. 111 Eventos(fatos) cuja intenção é indeterminada,MS,815
. 112 Intervenções legais e operações de guerra,MS,271
. 113 Todas as outras causas externas,MS,1084
001-031 ALGUMAS DOENÇAS INFECCIOSAS E PARASITÁRIAS,MT,20362
. 001 Doenças infecciosas intestinais,MT,424
... 003 Diarréia e gastroenterite orig infec pres,MT,321
... 004 Outras doenças infecciosas intestinais,MT,103
..... 004.1 Febres tifóide e paratifóide,MT,0
. 005-006 Tuberculose,MT,541
... 005 Tuberculose respiratória,MT,496
... 006 Outras tuberculoses,MT,45
. 007-015 Outras doenças bacterianas,MT,1999
... 008 Leptospirose,MT,2
... 009 Hanseníase,MT,33
... 010 Tétano,MT,8
..... 010.1 Tétano neonatal,MT,0
..... 010.3 Tétano acidental,MT,8
... 011 Difteria,MT,0
... 012 Coqueluche,MT,1
... 013 Infecção meningocócica,MT,6
... 014 Septicemia,MT,1605
... 015 Infecções com transmissão predom sexual,MT,43
. 016-023 Doenças virais,MT,1589
... 017 Raiva,MT,0
... 018 Dengue,MT,79
... 019 Febre amarela,MT,0
... 020 Out febres p/arbovírus e febr hemor virais,MT,110
... 021 Sarampo,MT,0
... 022 Hepatite viral,MT,124
... 023 Doen p/vírus da imunodefic humana (HIV),MT,1212
